task,filepath,label,label_idx,split,phash
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0001.jpg,Normal,5,train,8561308f47975f6c
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0002.jpg,Normal,5,test,946d659712c96a3e
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0003.jpg,Normal,5,val,846d71b34ccc7333
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0004.jpg,Normal,5,train,ccdf31318ece303c
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0006.jpg,Normal,5,train,cfdb387ec0c70039
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0007.jpg,Normal,5,train,957d54b540de4a5a
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0009.jpg,Normal,5,train,c7383ce3621ce4c7
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0010.jpg,Normal,5,train,969269691792f16d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0013.jpg,Normal,5,train,953f55c954b55245
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0014.jpg,Normal,5,test,943f619612cb4abe
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0015.jpg,Normal,5,val,c1c73c3e61e31c3c
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0016.jpg,Normal,5,test,c1de3e63e09e1e60
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0017.jpg,Normal,5,train,d56e76d940960ad9
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0022.jpg,Normal,5,val,99cc26364d9b3366
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0023.jpg,Normal,5,train,d13d24f7019a5774
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0025.jpg,Normal,5,train,94f44a8a3d50676f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0027.jpg,Normal,5,train,c09f1f61609f0ff0
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0028.jpg,Normal,5,train,d57f36d940a602d9
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0029.jpg,Normal,5,test,c0713b1f606d82bf
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0031.jpg,Normal,5,train,f07f807e01f801fe
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0033.jpg,Normal,5,val,99b576d4589262cb
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0034.jpg,Normal,5,val,c1fe20ef01e7053e
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0036.jpg,Normal,5,train,950d75bb54e16625
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0038.jpg,Normal,5,train,906f65b512d34a3d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0044.jpg,Normal,5,train,c0e416cf416e97b9
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0046.jpg,Normal,5,train,95b7651555c35538
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0048.jpg,Normal,5,train,86a7395ac69d307a
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0049.jpg,Normal,5,test,8063659d17975f54
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0053.jpg,Normal,5,test,87013d1c7b443f5b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0054.jpg,Normal,5,train,81a5753555975565
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0055.jpg,Normal,5,train,96c1691d35cd6996
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0057.jpg,Normal,5,train,91346ddb96960a6b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0064.jpg,Normal,5,train,d53f12d942c60a7d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0065.jpg,Normal,5,train,94f565d212db4a1e
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0066.jpg,Normal,5,val,969269691796356b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0068.jpg,Normal,5,val,802b17e755c05f2f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0070.jpg,Normal,5,test,9568692f35726a2e
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0071.jpg,Normal,5,test,c3fe306b01ef053a
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0072.jpg,Normal,5,val,946d619712cf6b32
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0073.jpg,Normal,5,test,9467619932c64b7d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0074.jpg,Normal,5,train,c6cf383942cf207b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0075.jpg,Normal,5,test,949645495596d6d7
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0076.jpg,Normal,5,test,c3c33c3c63c73938
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0078.jpg,Normal,5,train,d9886566d5995566
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0079.jpg,Normal,5,train,c7e7308847875f38
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0080.jpg,Normal,5,train,d585793f16926a49
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0083.jpg,Normal,5,train,956b4ab521cf4a39
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0085.jpg,Normal,5,train,97c56d1317c46517
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0086.jpg,Normal,5,train,c1c5140f059f1d7f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0087.jpg,Normal,5,val,816c3cc747911e7b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0088.jpg,Normal,5,val,8c6363831d9c7733
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0089.jpg,Normal,5,train,c1d71c7e01f7017c
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0090.jpg,Normal,5,train,84fa694a15b6556b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0092.jpg,Normal,5,test,d7426d2d16b2652d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0094.jpg,Normal,5,train,c1e11cbcc1e31ebc
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0096.jpg,Normal,5,train,c1dc3e3be1e0141f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0098.jpg,Normal,5,train,94e645d512ce4a6f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0099.jpg,Normal,5,test,d1ef30bf40e7007c
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0101.jpg,Normal,5,train,9484696b75b27c2b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0102.jpg,Normal,5,train,d46b72c34aa622dd
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0104.jpg,Normal,5,train,80af259515d75717
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0105.jpg,Normal,5,train,926d659212c76a3f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0109.jpg,Normal,5,train,c2db3d7b4235304b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0110.jpg,Normal,5,train,d3c03c3fc3a3303e
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0112.jpg,Normal,5,val,80e2358d57975d27
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0118.jpg,Normal,5,train,df05383ee2676078
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0120.jpg,Normal,5,test,99e26699d866d9c8
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0124.jpg,Normal,5,train,c53732cd4ae622d9
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0127.jpg,Normal,5,train,8069659755be5723
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0130.jpg,Normal,5,train,c07831780f63337f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0137.jpg,Normal,5,train,80a327951d377717
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0139.jpg,Normal,5,val,9919e46644de19ee
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0142.jpg,Normal,5,val,84e365861f975f09
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0145.jpg,Normal,5,train,83c33d3843c73e78
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0146.jpg,Normal,5,train,c163343e41eb41bf
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0147.jpg,Normal,5,train,90e565d112c36a7f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0148.jpg,Normal,5,train,946465bb32c74b3c
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0149.jpg,Normal,5,train,c587146047c75f3e
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0150.jpg,Normal,5,train,96d5494937965569
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0155.jpg,Normal,5,train,92b26d4c96937566
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0157.jpg,Normal,5,train,d6c4690f16d26d69
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0159.jpg,Normal,5,train,d7a7652d1694606d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0162.jpg,Normal,5,test,946f61b512c74a79
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0165.jpg,Normal,5,test,c0603e6f619f1c5d
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0166.jpg,Normal,5,train,94d16b4ab5b54b4a
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0167.jpg,Normal,5,test,946f459612cd4a3f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0176.jpg,Normal,5,train,c0c03f1f61e13d1f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0178.jpg,Normal,5,train,882a67d5159677aa
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0179.jpg,Normal,5,train,956f42b302cf0a7b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0182.jpg,Normal,5,val,cc3732db48bc2267
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0183.jpg,Normal,5,train,94f4694b16946d4f
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0184.jpg,Normal,5,val,81c114e7479c5f6b
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0188.jpg,Normal,5,train,87c63c3c43e73839
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0189.jpg,Normal,5,train,83cf3c3d62c72139
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0193.jpg,Normal,5,test,84a8678d15d75747
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0195.jpg,Normal,5,train,8c2b25a515d75755
T3_LAG,/kaggle/input/datasets/rayeedaabir/lag-database-part1-uk/LAG_database_part1_UK/non_glaucoma/image/0197.jpg,Normal,5,train,d1e80081179f5f5f
